"","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
"1099",-0.19351781,0.1460522,-0.55573643,-0.96823966,-0.98741895,-0.97483207,0.10175703,0.030127477,-0.68815676,-0.56656342,-0.33805272,-0.41815404,-0.35853515,-0.46971316,-0.21344077,-0.15837374,-0.15837374,0.19240344,-0.4630531,-0.41089171,-0.26657678,0.067856004,-0.59523644,0.046489707,-0.031857586,-0.75149806,-0.61872858,-0.32654304,-0.54485801,-0.36535633,0.087518343,-0.58252887,-0.47115473
"1100",-0.29801705,0.051465546,-0.63252428,-0.96887316,-0.98935796,-0.98364135,-0.10265166,-0.054128352,-0.73906811,-0.55244871,-0.41897731,-0.37691246,-0.451889,-0.57289363,-0.21384389,-0.28994844,-0.28994844,-0.031570837,-0.51305711,-0.51226034,-0.34929774,-0.0068962422,-0.66067554,-0.18823986,-0.033139454,-0.7706106,-0.58556003,-0.3937118,-0.47850317,-0.46841909,-0.080507392,-0.59786577,-0.5192785
"1101",-0.30735909,0.041386667,-0.62538904,-0.98304966,-0.97010529,-0.97060117,-0.22250972,-0.031361519,-0.76303106,-0.59938269,-0.40635031,-0.41321795,-0.45321897,-0.57805466,-0.26578519,-0.31139862,-0.31139862,-0.17545501,-0.54392009,-0.55510942,-0.32061686,-0.050275271,-0.63192269,-0.26115047,-0.027813326,-0.78846727,-0.63953351,-0.36471626,-0.53172982,-0.43118168,-0.18325692,-0.6276573,-0.57890998
"1102",-0.26213685,0.13876869,-0.5818966,-0.96642949,-0.97080371,-0.95967402,-0.091147539,0.026549914,-0.73084338,-0.55855314,-0.32425024,-0.46886659,-0.33827648,-0.50644585,-0.35268485,-0.28554167,-0.28554167,-0.058082003,-0.47892509,-0.4890266,-0.28931627,0.094097861,-0.59020368,-0.10309229,0.036022377,-0.73800958,-0.6331868,-0.27439689,-0.58334004,-0.43380633,-0.056574971,-0.59197853,-0.51730536
"1103",-0.25949058,0.12824949,-0.59666253,-0.94312339,-0.97650768,-0.96607313,-0.058621271,0.010633659,-0.75102966,-0.5072348,-0.3154456,-0.41723453,-0.31343027,-0.49433946,-0.30047446,-0.32323064,-0.32323064,-0.027965857,-0.41302666,-0.4521242,-0.30292089,0.06843556,-0.61695396,-0.1143151,0.057435855,-0.77713484,-0.55550714,-0.28273601,-0.53867945,-0.48613003,-0.042319812,-0.53845317,-0.48895087
"1104",-0.28321324,0.049417174,-0.58580953,-0.97639192,-0.98875052,-0.96779133,-0.15369318,-0.11016401,-0.74407891,-0.52459555,-0.3538278,-0.41700079,-0.37162822,-0.52536993,-0.24418383,-0.38166515,-0.38166515,-0.18471141,-0.43449681,-0.50019092,-0.36483164,0.032615193,-0.5843251,-0.24535955,-0.052607546,-0.77182553,-0.58450095,-0.33408571,-0.54048354,-0.53366434,-0.17469352,-0.52355024,-0.54561334
"1105",-0.2871903,0.043382859,-0.56262097,-0.98571709,-0.98826253,-0.9734477,-0.075306739,-0.12224902,-0.72810593,-0.5612813,-0.35966045,-0.48680475,-0.41006908,-0.52123088,-0.31817512,-0.35652318,-0.35652318,-0.12125536,-0.51224368,-0.54652151,-0.33144501,-0.0052083848,-0.57929285,-0.13979148,-0.075534766,-0.74371041,-0.59338772,-0.32517969,-0.59473277,-0.45831512,-0.19318827,-0.61074966,-0.59539448
"1106",-0.34485414,0.017114193,-0.62926478,-0.9828123,-0.95673634,-0.97641536,-0.08373828,-0.11102387,-0.77266246,-0.61819358,-0.39629445,-0.50414555,-0.47911847,-0.54297052,-0.37912331,-0.31737316,-0.31737316,-0.060318091,-0.52929631,-0.5524696,-0.43411112,-0.062440589,-0.64770234,-0.16692606,-0.15334126,-0.81199064,-0.65493014,-0.41245951,-0.61136743,-0.46578712,-0.14492471,-0.62312541,-0.59101982
"1107",0.26609479,-0.00046511961,-0.62637927,-0.96977261,-0.93798008,-0.95803174,0.011090842,-0.0055091322,-0.75378429,-0.63441762,-0.50217429,-0.34700368,-0.4192206,-0.57472084,-0.19637761,0.30220439,0.30220439,-0.031309338,-0.54313028,-0.5509839,0.32781306,-0.070032756,-0.62277481,-0.037864309,0.036410123,-0.75077659,-0.68252173,-0.55343711,-0.45964016,0.10986809,-0.089163394,-0.63673391,-0.56579022
"1108",0.37312521,0.15478133,-0.61267635,-0.97334002,-0.94719763,-0.96121661,0.12438037,0.11562483,-0.68738716,-0.57505371,-0.43219174,-0.18437608,-0.37348169,-0.50020308,0.010034791,0.34373851,0.34373851,0.073992307,-0.41820819,-0.44387021,0.36292019,0.13315575,-0.63178585,0.034070128,0.23005398,-0.70053189,-0.6489594,-0.47588145,-0.2912754,0.17033715,0.029861279,-0.52084086,-0.50196855
"1109",0.38474527,0.26279255,-0.57220217,-0.97748572,-0.96299873,-0.98041513,0.13977801,0.13722328,-0.66283221,-0.19994454,-0.44959056,-0.19236537,-0.34844999,-0.53833124,-0.02518484,0.363467,0.363467,0.075542268,-0.0090433029,-0.43327978,0.39106462,0.21309532,-0.596596,0.046405535,0.20418657,-0.67954488,-0.22518221,-0.50053656,-0.32844825,0.20413436,0.010228149,-0.037143736,-0.48323871
"1110",0.3893153,0.34499057,-0.49864623,-0.9519711,-0.95929242,-0.94577177,0.13676023,0.19896633,-0.64978593,-0.016984069,-0.42354951,-0.19072401,-0.2183332,-0.55279616,0.054263034,0.36858494,0.36858494,0.13751622,-0.0034956589,-0.39723579,0.36515622,0.29101989,-0.50123061,0.039288343,0.27627515,-0.63413138,-0.053287165,-0.4348608,-0.3438275,0.16239234,0.15804895,-0.06405629,-0.43074418
"1111",0.30000959,0.64078306,-0.55823332,-0.9475949,-0.92411909,-0.91506946,0.18777463,0.71822939,-0.67550259,-0.11676507,-0.39043284,0.045614071,0.14837918,-0.4929929,0.3792224,0.43450334,0.43450334,0.47468554,-0.16767823,-0.16253251,0.28527049,0.55954123,-0.57062743,0.096978262,0.84483507,-0.68263476,-0.18507059,-0.41649465,-0.14493615,0.20119501,0.54033936,-0.32134332,-0.14782746
"1112",0.3068263,0.69659754,-0.53652278,-0.96897212,-0.94675793,-0.92910316,0.22275183,0.80707793,-0.65879685,-0.0076998472,-0.35429578,0.0046023171,0.1164678,-0.40564442,0.2927653,0.48977346,0.48977346,0.45975427,-0.22072571,-0.16672505,0.28839331,0.62455817,-0.56866151,0.065115141,1,-0.68312367,-0.045894722,-0.41272069,-0.17778832,0.20684282,0.48171298,-0.41218688,-0.12740132
"1113",0.44608743,0.44055268,-0.48545133,-0.98343483,-0.9628301,-0.93857105,0.22540528,0.45584462,-0.61789164,-0.37872839,-0.38150663,-0.21864225,-0.12060627,-0.41010343,0.0031907221,0.4180937,0.4180937,0.13442856,-0.29602107,-0.41113447,0.54243094,0.3328164,-0.51264824,0.23102696,0.56685686,-0.63202027,-0.47721686,-0.40808539,-0.33496603,0.21472638,0.011613712,-0.45885439,-0.45705443
"1114",0.43386711,0.17684849,-0.52130289,-0.98082979,-0.96882521,-0.96559423,0.23187014,0.19237791,-0.61321847,-0.45505933,-0.45622762,-0.29662423,-0.16139915,-0.47039507,-0.035503695,0.36892738,0.36892738,0.13845943,-0.36561054,-0.44918471,0.50219297,0.093099407,-0.55578344,0.1170755,0.23852239,-0.63821909,-0.53158038,-0.51865896,-0.43259918,0.14724919,0.015622074,-0.52072054,-0.48690836
"1115",0.54453951,0.34705472,-0.45166444,-0.93538747,-0.93433873,-0.9108639,0.33805484,0.29772549,-0.57226394,-0.46483447,-0.38923305,-0.076793045,-0.2434211,-0.48007488,0.13481471,0.48610223,0.48610223,0.24038578,-0.32243354,-0.39921664,0.60851229,0.28552316,-0.50571597,0.3162108,0.41257214,-0.61840091,-0.53248938,-0.39152617,-0.26844411,0.19878525,0.072768611,-0.46299882,-0.48584553
"1116",0.48659827,0.32344269,-0.47260823,-0.91530763,-0.88881107,-0.94055496,0.25561374,0.3441846,-0.53814936,-0.49015847,-0.41944448,-0.18118792,-0.23784839,-0.349182,-0.014820421,0.41008734,0.41008734,0.2877365,-0.33741399,-0.24121017,0.52677157,0.25309616,-0.53123971,0.11528892,0.42243715,-0.5965687,-0.57253077,-0.5336664,-0.37377596,0.15021766,0.20576745,-0.47578069,-0.23352447
"1117",0.25840702,0.26052315,-0.53535645,-0.95959174,-0.93699977,-0.95706198,-0.0012025907,0.10893634,-0.65001647,-0.041527603,-0.36280738,-0.31189787,-0.24350488,-0.37625073,-0.25090957,0.14540709,0.14540709,0.028132446,0.17313416,-0.31461326,0.28671916,0.16856806,-0.57854532,-0.17661467,0.087884176,-0.69103395,-0.069816388,-0.46844637,-0.46269168,-0.067860081,-0.01881656,0.092904726,-0.29646551
"1118",0.35938044,0.32149541,-0.64115303,-0.97664031,-0.95619969,-0.87810041,0.0046214821,0.082191951,-0.77842597,0.09908582,-0.39410176,-0.20992057,-0.22072467,-0.5043487,-0.061482266,0.28175418,0.28175418,-0.11834682,0.11541559,-0.45780248,0.34319014,0.29742172,-0.65723653,-0.092887375,0.14568345,-0.81389582,0.093149589,-0.43365282,-0.37856103,0.086694761,-0.18037673,0.058188912,-0.48115868
"1119",0.45886034,0.48562718,-0.56303003,-0.93285735,-0.96138396,-0.95232681,0.23606241,0.3293932,-0.57833299,-0.20889926,-0.37758787,-0.03097145,-0.23676861,-0.39142436,0.24637057,0.47505723,0.47505723,0.13401931,-0.26459447,-0.38553656,0.43872795,0.41980213,-0.61702446,-0.035636397,0.43619591,-0.62772136,-0.27000186,-0.45578015,-0.22554204,0.27348334,0.076492465,-0.410649,-0.35502872
"1120",0.41710318,0.34038056,-0.48312156,-0.94276012,-0.89138179,-0.9435422,0.27217828,0.2148115,-0.51760669,-0.16413438,-0.30125074,-0.11180276,-0.30808096,-0.32428451,0.089462661,0.39743035,0.39743035,0.17248524,-0.28807356,-0.37584804,0.35660336,0.25875524,-0.54151442,0.10071018,0.25728242,-0.55233154,-0.20721412,-0.35410237,-0.31595233,0.16047228,0.10033928,-0.45125638,-0.41659813
"1121",0.38737543,-0.0088542395,-0.53918525,-0.94924723,-0.88564509,-0.95237403,0.16317184,-0.039097465,-0.64898532,-0.61586338,-0.35303367,-0.25947175,-0.47655723,-0.37161363,-0.13161607,0.26920315,0.26920315,0.04667083,-0.45710296,-0.41576521,0.41470471,-0.08111044,-0.54572056,0.043448409,-0.044133692,-0.64306814,-0.6685092,-0.38725122,-0.39170785,0.091399252,-0.037007783,-0.61108339,-0.44421684
"1122",0.42982682,0.31536639,-0.45391469,-0.9481245,-0.91686118,-0.97727624,0.17065745,0.26915346,-0.49711772,-0.58663217,-0.31925057,-0.11038317,-0.43347508,-0.33442593,0.14969788,0.36289362,0.36289362,0.24796029,-0.37661281,-0.2906741,0.46017608,0.27730403,-0.52795403,0.12813796,0.40099737,-0.52468526,-0.63828208,-0.36303017,-0.28479641,0.13603332,0.18987598,-0.5629211,-0.29411286
"1123",0.41461864,0.37493462,-0.47948953,-0.97220508,-0.94368083,-0.91237816,0.18019269,0.23820772,-0.56476288,-0.51112289,-0.41566255,-0.10456477,-0.298758,-0.39651574,0.19986985,0.31579619,0.31579619,0.12790551,-0.34993367,-0.36628709,0.46488919,0.33738103,-0.53842515,0.10357979,0.29919012,-0.61667871,-0.56096308,-0.45600222,-0.30602826,0.10045294,0.0010395822,-0.51824707,-0.3959392
"1124",0.36769634,0.2081015,-0.47315207,-0.98293675,-0.9535359,-0.94444602,0.10848031,0.16284968,-0.49311652,-0.63824307,-0.40782595,-0.12324023,-0.40563459,-0.34771079,0.2315792,0.33049883,0.33049883,0.14539807,-0.41887683,-0.29579379,0.41134069,0.17699574,-0.54276486,0.060826484,0.22718587,-0.5549549,-0.69263825,-0.46314217,-0.31971685,0.10022686,0.01289508,-0.55550217,-0.31512465
"1125",0.25217006,0.28460522,-0.44978037,-0.97743356,-0.91804837,-0.97355321,0.071956476,0.099590996,-0.52580898,-0.079846061,-0.32289835,-0.17166203,-0.35909977,-0.35580902,0.045197956,0.26879653,0.26879653,0.098955074,0.16975826,-0.31933057,0.25430289,0.21976782,-0.51190862,-0.011941135,0.10926431,-0.5876678,-0.10179793,-0.38141722,-0.3434702,0.079934719,0.0081261187,0.13411448,-0.34414497
"1126",0.33261789,0.27645972,-0.46173048,-0.98067907,-0.92627176,-0.9172285,0.16793486,0.08253552,-0.55992256,0.16559062,-0.2971839,-0.23334946,-0.2242071,-0.40674942,-0.12554378,0.23590124,0.23590124,-0.013693762,0.097560565,-0.44172632,0.35522715,0.15947811,-0.54150309,0.072340486,0.10486121,-0.62424586,0.15707297,-0.33158453,-0.38382174,0.081885934,-0.08387431,0.028768131,-0.51377849
"1127",0.40248483,0.31260935,-0.56245041,-0.96338034,-0.92694668,-0.93811099,0.15231102,0.083483046,-0.62410784,0.0073525567,-0.34587105,-0.20246479,-0.1194459,-0.40052844,-0.10803864,0.29150705,0.29150705,-0.0891452,-0.058942356,-0.37707711,0.38632366,0.26577481,-0.62316172,0.01550984,0.1127645,-0.68205893,-0.043894851,-0.39964673,-0.35345406,0.1291435,-0.22556161,-0.16184174,-0.42411003
"1128",0.39680491,0.32429987,-0.55512633,-0.95931022,-0.93548107,-0.97802534,0.097198195,-0.014870598,-0.65211213,0.059856023,-0.36898921,-0.16678009,-0.11556574,-0.42508272,-0.13286968,0.28929911,0.28929911,-0.17258474,-0.053337093,-0.35616132,0.38837466,0.32501602,-0.59868425,-0.013897433,0.013261505,-0.68592632,0.0071534197,-0.44306975,-0.34500077,0.15946709,-0.32519916,-0.15192708,-0.38284961
"1129",0.37220859,0.18339728,-0.54014123,-0.95830179,-0.88843177,-0.98583219,0.10191714,0.0036014496,-0.69001725,-0.50661688,-0.39931555,-0.2266253,-0.22764581,-0.36058084,-0.11603843,0.25500517,0.25500517,-0.067394632,-0.3286556,-0.2861723,0.39819033,0.12509564,-0.55479992,0.007190582,0.070487967,-0.71422362,-0.57711048,-0.5040154,-0.38002913,0.11667679,-0.13465429,-0.47768532,-0.26251458
"1130",0.29946049,0.19439993,-0.53051796,-0.93940823,-0.95606916,-0.94105561,0.14376323,0.14516345,-0.64914722,-0.49879118,-0.35691272,-0.22125866,-0.26351483,-0.31013825,-0.074686202,0.34362908,0.34362908,0.13592995,-0.31593323,-0.24620127,0.30732763,0.14159544,-0.53625307,0.068403459,0.20631748,-0.66115683,-0.56548394,-0.40900044,-0.36372539,0.15038939,0.10868929,-0.46491267,-0.21216966
"1131",-0.076125907,0.14651196,-0.3751804,-0.92885933,-0.73829491,-0.84958074,-0.19525308,-0.19768663,-0.73722277,-0.56043169,-0.55697461,-0.33189509,-0.3827733,-0.69926707,-0.47260031,-0.011109462,-0.011109462,-0.16437948,-0.49629006,-0.64658155,-0.029534127,0.16428076,-0.36044426,-0.15857835,-0.14317125,-0.75677519,-0.61785231,-0.55057756,-0.38795766,-0.10300356,-0.12531256,-0.57941879,-0.64446158
"1132",-0.018838506,0.0060767067,-0.58958186,-0.91941872,-0.91296058,-0.78683829,-0.23619686,-0.26523266,-0.77683118,-0.51828998,-0.54879674,-0.30537485,-0.49435509,-0.72172111,-0.34428584,-0.16558724,-0.16558724,-0.29844078,-0.54445665,-0.70482713,0.031928448,0.015613644,-0.58729326,-0.22856662,-0.24234839,-0.81266617,-0.56883749,-0.5302104,-0.40069241,-0.27643506,-0.27727028,-0.61449369,-0.70965436
"1133",-0.041373131,0.052448642,-0.58536052,-0.97921468,-0.95073481,-0.94607568,-0.20750749,-0.26253187,-0.78803756,-0.38898443,-0.49426538,-0.28876734,-0.47578341,-0.67997083,-0.32729805,-0.21896482,-0.21896482,-0.2970464,-0.37893928,-0.65543709,0.0016430824,0.063945351,-0.57732039,-0.20084471,-0.2265209,-0.81518061,-0.44476799,-0.47916244,-0.37706147,-0.31538897,-0.25667772,-0.40464978,-0.65746811
"1134",-0.053525184,0.12583723,-0.44541942,-0.97527783,-0.93843101,-0.94008366,-0.17274903,-0.18439159,-0.74210213,-0.35070675,-0.4347429,-0.33445812,-0.34876124,-0.61378004,-0.38779006,-0.16871267,-0.16871267,-0.25188063,-0.30309254,-0.61065093,0.020091005,0.13880996,-0.41997878,-0.11252299,-0.16565354,-0.7557118,-0.38489452,-0.41194614,-0.40886381,-0.2590761,-0.23933463,-0.35943329,-0.64267399
"1135",0.0022283219,0.12344646,-0.41649441,-0.95034975,-0.93158,-0.93548302,-0.12653266,-0.21709131,-0.6812796,-0.35682191,-0.40000049,-0.2608378,-0.32625226,-0.55261053,-0.35751564,-0.088794588,-0.088794588,-0.22099095,-0.40026132,-0.57654429,0.059285067,0.15465558,-0.40647834,-0.11777596,-0.20577782,-0.70827203,-0.41359576,-0.4024208,-0.35607627,-0.20529907,-0.21976556,-0.48966335,-0.61097798
"1136",0.01165782,0.13621751,-0.49253011,-0.96780725,-0.89269941,-0.93527692,-0.080769138,-0.18209756,-0.66490568,-0.33102518,-0.30182119,-0.20966332,-0.33882466,-0.4831427,-0.29477457,-0.066385549,-0.066385549,-0.16548235,-0.29489685,-0.51374881,0.073074954,0.14352698,-0.49451273,-0.01261735,-0.14597615,-0.67536659,-0.35933636,-0.28118183,-0.30676993,-0.16340258,-0.10924139,-0.3888246,-0.53092013
"1137",-0.071288627,0.16402969,-0.46099891,-0.9507462,-0.87482498,-0.94139838,-0.17343027,-0.06710033,-0.73187643,-0.23962131,-0.35943791,-0.27052694,-0.31553307,-0.59220596,-0.30127262,-0.10733117,-0.10733117,-0.17667517,-0.29544837,-0.5275325,-0.035167428,0.15311326,-0.43562339,-0.14832423,0.0054361291,-0.74269066,-0.27956538,-0.313765,-0.35094826,-0.20278206,-0.1300745,-0.40131558,-0.51569276
"1138",-0.088599432,0.15593234,-0.45175041,-0.97018637,-0.92000334,-0.96782736,-0.21548257,-0.026172359,-0.70738014,-0.59586944,-0.46474342,-0.31764548,-0.38526502,-0.64277219,-0.24055532,-0.070237256,-0.070237256,-0.1814675,-0.41968999,-0.56159006,-0.037649817,0.15100367,-0.42984734,-0.20842145,0.043864814,-0.72482053,-0.66216449,-0.44069002,-0.42182078,-0.17238527,-0.10786157,-0.52135506,-0.54786918
"1139",-0.032272116,0.19455412,-0.45220985,-0.98351697,-0.92620766,-0.96833975,-0.13101919,0.074119163,-0.65959635,-0.48637217,-0.37861849,-0.15119155,-0.36508418,-0.56783255,-0.036448619,-0.042612876,-0.042612876,-0.09690921,-0.36470735,-0.47065007,0.0093272891,0.15205222,-0.43312215,-0.13152332,0.092477986,-0.66626869,-0.55145453,-0.36471516,-0.27853294,-0.17668887,-0.060782926,-0.47627451,-0.42237119
"1140",-0.090301348,0.16961547,-0.46169098,-0.92102122,-0.75075645,-0.86446899,-0.28311485,-0.26190865,-0.76535059,-0.58042824,-0.54539524,-0.24004583,-0.48467859,-0.67577612,-0.34095518,-0.16157665,-0.16157665,-0.3357325,-0.45304587,-0.65523806,-0.055412121,0.18416906,-0.42910677,-0.31491823,-0.23560567,-0.77863561,-0.62336379,-0.53786909,-0.34449893,-0.26211317,-0.31481952,-0.51323398,-0.66209105
"1141",0.009746356,0.2060167,-0.49589012,-0.90350138,-0.8916565,-0.86982173,-0.2336108,-0.027620552,-0.77122826,-0.55014293,-0.53674954,-0.20604215,-0.37932325,-0.69575772,-0.20303494,-0.097049787,-0.097049787,-0.24093133,-0.43216803,-0.60754207,0.0048195526,0.17577661,-0.48562515,-0.22460592,0.032609247,-0.79556645,-0.61372608,-0.54230847,-0.31994058,-0.21566548,-0.29460248,-0.53097108,-0.66655637
"1142",-0.0051583118,0.35797316,-0.40543258,-0.98013095,-0.94946436,-0.97943001,-0.21757655,0.13899156,-0.76170326,-0.22099053,-0.48913571,-0.11936167,-0.22279488,-0.6677131,-0.18725574,-0.088091859,-0.088091859,-0.23988318,-0.050519654,-0.56244563,-0.00022923786,0.31388718,-0.36941547,-0.20068503,0.20198999,-0.77963855,-0.27090931,-0.4920161,-0.2503883,-0.2550143,-0.23997968,-0.16360217,-0.60766831
"1143",-0.08749914,0.35194847,-0.40490796,-0.98690477,-0.94446627,-0.96634842,-0.26306704,0.03465965,-0.74555995,-0.19726874,-0.39720314,-0.080525777,-0.26153642,-0.65415537,-0.21388101,-0.17138412,-0.17138412,-0.33462906,-0.12865123,-0.6210916,-0.057304788,0.29773796,-0.40731125,-0.25420312,0.067942512,-0.77979068,-0.24805735,-0.37407723,-0.19229874,-0.30786871,-0.33680355,-0.20740793,-0.66216982
"1144",-0.15297668,0.29620663,-0.50911395,-0.9886809,-0.94321217,-0.96794247,-0.28686191,-0.046116339,-0.74142517,-0.40408014,-0.4286015,-0.13442196,-0.34941692,-0.66079065,-0.28282613,-0.17363164,-0.17363164,-0.31304712,-0.34013348,-0.64001814,-0.19565698,0.27027224,-0.50925987,-0.30364886,-0.081855756,-0.75638634,-0.4874941,-0.42661161,-0.28840778,-0.30225056,-0.36720204,-0.4243314,-0.66609997
"1145",-0.17617077,0.17812549,-0.4365503,-0.96981079,-0.90357108,-0.90390857,-0.23041418,-0.094431197,-0.71967845,-0.22752047,-0.38107046,-0.14780873,-0.2754278,-0.61993761,-0.32062056,-0.24113587,-0.24113587,-0.31622706,-0.17152398,-0.61211274,-0.18232698,0.12239184,-0.42148107,-0.29538715,-0.15022054,-0.75940018,-0.25151289,-0.34891392,-0.26819584,-0.41063362,-0.46526559,-0.25044292,-0.68211043
"1146",-0.12789377,0.073490788,-0.4146765,-0.97760083,-0.94109127,-0.91717265,-0.23558821,-0.12355575,-0.72146413,-0.1913901,-0.34941708,-0.2122277,-0.35136931,-0.64209091,-0.27733977,-0.23071915,-0.23071915,-0.36624809,-0.2450057,-0.63485614,-0.12286196,0.03262935,-0.39629925,-0.26828722,-0.13329779,-0.76298561,-0.24109426,-0.37968439,-0.32050282,-0.36753538,-0.42804759,-0.37057281,-0.72081846
"1147",-0.13789751,0.083645639,-0.50223525,-0.9796391,-0.93036062,-0.93698823,-0.30975654,-0.061856859,-0.74030082,-0.59375544,-0.47558374,-0.27060572,-0.41916112,-0.71137897,-0.12215036,-0.17641016,-0.17641016,-0.31380597,-0.39905424,-0.59112729,-0.10921912,0.019338375,-0.48077887,-0.29855561,-0.066807791,-0.7650066,-0.63650727,-0.43318744,-0.41310198,-0.30668781,-0.353325,-0.47696311,-0.59119974
"1148",-0.029892498,0.2380555,-0.41158074,-0.92898288,-0.81797149,-0.83538127,-0.089579666,-0.11802005,-0.64781306,-0.55832372,-0.47074398,-0.15379796,-0.45133368,-0.58814907,-0.17880272,0.066120763,0.066120763,-0.046208066,-0.32970668,-0.48678174,-0.015645719,0.23643279,-0.42006181,-0.11244546,-0.10091321,-0.68496505,-0.61499731,-0.47422058,-0.26881446,-0.064379258,-0.048062059,-0.41696171,-0.49216821
"1149",0.0049313952,0.12069361,-0.47880862,-0.96281699,-0.94348299,-0.88491486,-0.21684043,-0.15047898,-0.72430477,-0.53668895,-0.49596989,-0.20210676,-0.48984494,-0.66080606,-0.14516046,-0.061795982,-0.061795982,-0.30304669,-0.44951403,-0.61754647,0.0029573874,0.10574109,-0.46900574,-0.23383047,-0.093185545,-0.74826587,-0.58785445,-0.52913859,-0.34200756,-0.16831982,-0.39164571,-0.54247874,-0.6738049
"1150",-0.0902519,0.10084007,-0.43707368,-0.97168481,-0.9357376,-0.96994741,-0.29661774,-0.22297144,-0.74223558,-0.29021586,-0.40365887,-0.31425685,-0.46421621,-0.60005816,-0.29417677,-0.16443328,-0.16443328,-0.40693833,-0.1959748,-0.64083292,-0.059359683,0.12055752,-0.40037798,-0.32479086,-0.16790771,-0.75254618,-0.3329102,-0.40048936,-0.43103154,-0.28472086,-0.40959282,-0.24466003,-0.72145641
"1151",-0.12555265,0.22782477,-0.36589851,-0.98039685,-0.94643283,-0.94773159,-0.21940104,-0.06888946,-0.66910228,-0.17858084,-0.3111064,-0.27284459,-0.30403225,-0.53089623,-0.22625129,-0.19087273,-0.19087273,-0.27114446,-0.20251631,-0.50706564,-0.086740765,0.20749557,-0.35269158,-0.23874008,-0.11339571,-0.6738943,-0.20674719,-0.29573462,-0.39865524,-0.2957909,-0.29037648,-0.30827215,-0.53153192
"1152",-0.077318983,0.16339703,-0.36697643,-0.97125534,-0.9411647,-0.85880205,-0.24520246,-0.038526478,-0.64452737,-0.3765093,-0.37909415,-0.17723969,-0.33758835,-0.55723025,-0.22979444,-0.12170585,-0.12170585,-0.27193767,-0.34070537,-0.50136942,-0.021562364,0.1433847,-0.38869817,-0.21104437,-0.0053179478,-0.65165747,-0.4205898,-0.38324048,-0.29434472,-0.23529545,-0.21897921,-0.43807582,-0.51255808
"1153",-0.078213747,0.076021149,-0.42313907,-0.95912053,-0.95390053,-0.87223565,-0.23848721,-0.19059992,-0.65861811,-0.19752911,-0.34550801,-0.12900458,-0.40044095,-0.61719141,-0.34412037,-0.13533176,-0.13533176,-0.19398552,-0.21740186,-0.55906304,-0.067598733,0.038723537,-0.42453199,-0.25091937,-0.17852048,-0.68044721,-0.19767557,-0.30825686,-0.21822401,-0.2586384,-0.19805834,-0.26051091,-0.56837184
"1154",-0.070452153,0.18666653,-0.33526108,-0.96925675,-0.97121759,-0.91635106,-0.13910738,-0.15714345,-0.59527583,-0.18338014,-0.27920005,-0.14197949,-0.33373255,-0.59027962,-0.29670551,-0.060618207,-0.060618207,-0.076208497,-0.17375387,-0.48791486,-0.082874429,0.19155603,-0.37355947,-0.16983219,-0.17403601,-0.65723549,-0.2050849,-0.25862257,-0.27491995,-0.19530285,-0.1105594,-0.27815415,-0.4765536
"1155",-0.031425711,0.17263144,-0.41129123,-0.98405591,-0.93046836,-0.94651133,-0.16983062,-0.097741912,-0.61812531,-0.51053519,-0.36232921,0.037706621,-0.40408138,-0.58523789,-0.037096379,-0.0068480381,-0.0068480381,-0.19237868,-0.19978167,-0.46834438,0.0044803933,0.13395142,-0.41709965,-0.17949951,-0.12881463,-0.64223899,-0.56642531,-0.34991591,-0.1197771,-0.15074105,-0.19291443,-0.3262096,-0.4624652
"1156",-0.05806381,0.018547021,-0.48717244,-0.9760568,-0.96658801,-0.95766947,-0.25185883,-0.22006566,-0.6893426,-0.43222021,-0.39599799,0.0079999306,-0.50279055,-0.59672043,-0.096284733,-0.11663381,-0.11663381,-0.27545361,-0.23922323,-0.51250518,0.00022021175,-0.0087232662,-0.48762814,-0.30311251,-0.23672465,-0.68709366,-0.47662894,-0.40418038,-0.12780877,-0.23196664,-0.3099311,-0.33334195,-0.51197094
"1157",-0.91668669,-0.81072271,-0.86776275,-0.92937854,-0.85658741,-0.84099895,-0.86325855,-0.87215094,-0.90826236,-0.78703652,-0.68895945,-0.89106625,-0.73275094,-0.78943729,-0.91533501,-0.83688465,-0.83688465,-0.80231029,-0.48897382,-0.68820961,-0.93202552,-0.82414927,-0.88616152,-0.88055002,-0.8849261,-0.92118967,-0.82013738,-0.70068215,-0.90807306,-0.85582863,-0.81217954,-0.50145452,-0.66457957
